emotion_label,text
7,waiting out a car nap because sleep is just that rare this week . #wtf
3,Been a long two days .. and the next two dnt look to be any shorter ... I have in my heart
5,"I am sorry , sir , it 's for 4 persons to have . I think it 's too large for you ."
4,"True , but English is harder than most . It 's a crazy language ."
3,"Nail varnish I bought is practically skin colour , so it now looks like I have no nails"
5,"` I desire first to go to the palace of Westminster , my lord , there to greet the queen my mother and tender my condolences - - and to share the grief of my family . """
2,I 'm just gonna say this once : drink is evil . I 'm never drinking again . I hate my phone .
3,i should prob go to sleep since i have to wake up at seven to help cook #thankgsgiving
4,So see you .
3,I will say Merry Christmas to EVERYONE ! Even those who emphasize happy holidays ! There is in #CHRISTmas ! ! !
3,the Lord showed me something MAJOR through a test i went through this morning . mannnnn ! it 's all good ! i mean ... it 's all GOD ! ;D
5,11:11 i wish for a lot of things but most of all i wish that them three boys would come back to us ;(
2,@USER I do n't understand ! what was gonna end me ? !
6,"They will always try to avoid any embarrassment , but will use their judgement on whether or not to make payment ."
3,and working the rest of the week ...
5,In an expression of community sympathy many local children in South Ronaldsay made and sent cards to the four devastated mothers .
5,RIP Dev Anand Sir ! Bollywood has lost his evergreen actor ! A legacy ends ...
7,"Cindy Crybaby , oops I mean to miss the next 2 games ?"
0,"Volevo rendere utile la mattinata abbozzando qualcosa sullo sketchbook , ma mi hanno fottuto la matita 2H . E la 4B . E la gomma ."
2,iyaa dong RT @USER : kita mau dong ( @USER @USER ) jadi reporter jakcloth
3,Friday night .. and rather than being excited to get pissed .. im sitting on ma laz at home ..
7,@USER HAHAHAH oh my life that 's been on there for yonks LOL oh well .. :) hahaha funnyyy ! Sorry for beig weird hahaaa
5,WTF victoria secret no yogas in stock anymore
0,Wahh Vampire Diaries holiday break ! !
3,@USER ouiouiouioui :) dinner although I think that person who mustles in on EVERYTHING is coming too ! : S : L : L : L : L : L
0,"My nephew is a deaf and also hyperactive boy . I had been responsible for looking after him for a full day , and was very tired . Then he suddenly grabbed a knife and stabbed me in the leg . I got so angry that I did n't feel any pain . """
2,"wanders the downtown area w @USER , ppl watching and ears perked at all the noise and gossip * #war #winter @USER"
7,"It 's funny how people think a peppermint mocha from is seasonal , you can get it year round #starbuckssnob"
5,When I go home shit do n't look the same .
3,Class at 2 ... and then again at 5:30 . Then I need to come home and write an essay that 's due tomorrow . #bitchtweet
3,Cannot wait to eat some spaghetti and watch tv for hours without worrying about another exam until tonight . #lsu
3,So i 'm gonna be working tomorrow THE WHOLE day ... o_O
5,My dad took the ipod in the beginning of my gift and my curse . Since its pandora i cant get it back .
2,When we could not land our plane and we knew that the fuel was running out . Bad weather had already frightened us .
7,Just got a random bloody nose .
7,Some things can ruin your day real quick
3,Arabic coffee what can I do to make you happy .
0,A friend had promised to call me at a certain time . I expected his call impatiently but in vain .
3,Maybe we will actually take the test today . Want to get it over with . 3 hours and 45 minutes in a room . #cantwait
2,“ @USER : @USER Ctfu I still ain't get it back im supposed to get it back tomorrow ”
7,Mark Zuckerberg is a bit of a loner that likes computers
3,Art is powerful but expression is forever .
7,Had a fantastic night at Ithaca College
2,I had an important amount of money with me and felt fear of being assaulted .
2,legally we can the government for many things . #man
3,Over 2 weken tegen @USER @USER & de rest van hun team q
5,"Well , it ' s hard to say . I coughed a lot in the evening ."
7,my son is still sleep ... # thank God ... ctfu
5,` But other people became very sad and worried .
3,Sick sick sick . But have to go work my last 4 hours at nine west .
4,"Hi Rose , what are you busy with right now ?"
3,Listening to some @USER and @USER your bass lines are killing me
7,"1:20 am , time to sleep going shopping somewhere tomorrow ... wonder where :)"
3,Christmas mix cd in the car .
7,I think my friends and family are going to be in for a big in the near future .
4,Yes . Don ' t you think he should be pitied rather than accused ?
7,Saving my money ... for a special date of a special someones
7,Happy Thanksgiving to my fan @USER love you see at 930 oh yea
7,En serio ? Tu estas jodiendo ? RT @USER : Me llegó un cheque de estimulo federal ... este año tambien hay ?
3,"To discover JOY is to return to a state of ONENESS with the UNIVERSE . "" ∼ Peggy Jenkins"
3,Sipping a glass of red wine whilst listening to Christmas carols w / my puppy Sophia and @USER
5,more days in Sydney then im NewZealand bound . Last trip before study mode next
5,When my mother and father were on an excursion in Czechoslovakia and I was at a student camp and I heard over the radio about the events that were taking place there .
3,@USER @USER idk why but this is the fourth time and I 've started it gain lol .
2,I think i want to talk to you about it all but then again im afraid of humiliation and rejection .
2,"However , I am not now so anxious about my sister being left with Seor Mitchell ."
2,"@USER this will be my first Christmas on twitter , looking forward to 2/3 weeks of solid being tweeted #BloodSport"
2,Once I had to go home on foot at 5 a.m. I had to pass through a forest and I was going alone .
2,“ @USER : When guys get jealous it 's kinda cute (': When girls get jealous World war III is about to start.truth ms general Amor
7,I was astonished at the smallness of the area which these enclosed .
5,Have you made the decision yet ?
0,Came back from surfing to find car broken into and gear and money stolen .
1,"tweet dengan artis macam tweet sorang 2 , xkuase nak tweet dengan artis"
3,Anna and I are hanging with the Bailey Bunch at the U of M volleyball game .
5,"9 décembre 2011 , l "" Europe à 2 vitesses "" est définitivement en marche . #oupas"
5,Been in my living room for almost 2 days straight lol ...
5,I am really sad that nobody wants to do it like I have done it for them .
1,Hahaha ! He is prolly ordering Rock Bitch right fucking now .
3,"At just over 50 hrs in has amazed and excited to ridiculous levels , entry into my fav games of the decade is granted Sir ..."
5,"Damn ! Loved that place , too ! RT @USER : Check News.change.org for the full scoop on Chick-fil-a 's homophobic official stance ."
5,Finally gave in - put put all the flip flops away and moved the winter clothes to the front of the closet . Must ... not ... weep ...
2,It always hurts . I hate going .
3,"there is nothing more endearing than kermit and the singing rainbow connection . well , maybe fozzie 's fart shoes . both bring me"
3,"to pikeville to eat , and then to a basketball game .. ."
0,people who do n't know the meaning of ignorant dhjnerwngvreiuovhuwbfrfgiodsj
0,When a friend would n't speak to me and would n't tell me why .
3,I 've got a massive pile of ironing to do :/
3,I burnt my tongue this morning on a toaster strudel
7,Dominique de Villepin annonce sa candidature pour la présidentielle 2012 !
5,I hear Michelle Duggar 's baby passed . And that people are saying shitty things about it . I 'm glad I do n't see that in my stream .
2,You know that feeling you get before you make a decision that will effect the rest of your life ? oh yeah its called
0,Some noisy guests arrived at the hotel . I had been slightly irritated earlier . At night when I was trying to sleep they were having a party so I went and yelled at them . I wanted to sleep as I had to get up early the next day .
7,Guess who is running late again ? '
3,"Winning a race that I had been training for , for many weeks . ( Running Race ) ."
3,"Great meeting with @USER senior team this morning , then fabby catch up with the wondrous @USER"
5,"My boyfriend finished our relationship when I started studying psychology in Nijegen , because then we would not be able to meet frequently anymore ."
3,I just saw a HERD of 8 squirrels playing tag ! ! I kinda wanted to join them ... #beautifulthing
5,When I was told that my friend 's wife had cancer .
3,How 's your married life ?
3,Even though it 's only 45 degrees out it 's a diservice to NOT have your sunroof open on a sunny day in Oregon
3,I had a really long talk today about what I believe in . And why I do . I 'm so proud to have a stance worth explaining and defending . :)
1,! ! ! Nasty gay ass RT @USER : Now Why Would u Wanna Suck Ur Own D * * * ! ! #RHOA
3,Fear and are mutually exclusive and incompatible . One constricts while the other expands . #inspire #quote
2,"Giving the mouse hand puppet a gravelly , Michael Gambon-esque voice at Thanksgiving got mixed responses from young cousins . #Laughter"
5,"Awww , I 'm hearing a song that reminds me of a friend ... but I 'm not currently speaking with him ... ugh :("
2,"When he saw her horrified expression , however , he stopped being a doctor and became quite fatherly instead ."
5,It 's a shame that there are still no Secret Garden DVDs available here in Japan ! Wonder who is holding their hands on a release ..
5,"Feeling desolate , she climbed back into the car , not daring to look at Roman in the silver moonlight ."
2,Dont release inside me syndrome
5,Trying to find something to about the place but I have found I have done everything already : c
2,Father forgive me for my and help me live boldly in Your #truth #GloryOfTheCross
5,"As soon as I get back home , I 'll be ready to go back to campus ."
3,I felt joy when I came to know Christ . That is when I became a Christian .
7,Legit my hair and makeup is cute lol since I just wokeup
5,Lost my girl-friend .
7,@USER haha good girl ! doing much tonight ? #justtryingtoupliftthisboringconvosation
1,U drink pickle juice like water RT @USER : Mhmmmm :) hahaha & @USER : Pickles & mayo
7,Viendo a @USER en con @USER wow ! ! Yo crei saber todo de y oh ;)
2,"Our tutorial group was soon to be divided , and we got a list of names of freshmen , out of which five were to be in my group . We read the names and then each group went its own way to a seminar room . I wondered how I would cope with the new situation and if I would succeed as a group leader ."
7,"@USER when I saw my tweet was retweeted , I did not expect it to be you . So you get a special S / O for being unexpected ."
5,His poor scrawny hands grip the arms of a wheelchair pushed by his adoring wife with the now familiar expression of a too-bright smile and devastated eyes .
2,I was river rafting in Nev . and our boat tipped over and I was sucked under in to some rocks and got stuck and all I could think was that I was going to die . And it was so quiet under the water it seemed like no one would care or remember .
2,omg police helicopter flying over my house . #saveme
2,I wish i could get the lyrics to by @USER tattoo 'd on my body . But that 'd be one big ass tattoo
5,She looked utterly desolate and all of her thirty-eight years ; her cheeks seemed to sag and her jaw-line looked heavy .
0,that seems like an awful waste ! Why do n't people order fewer dishes so that they do n't have to throw so much away at the end of the meal ?
3,Got powderpuff outfit finally all planned :) ... now homework .
3,Hobbies are never too late to learn . They offer a variety of classes at the local community college . You should look into it .
5,When I had not understood anything after a lecture .
2,@USER China has it right regarding Do n't listen to the rhetoric and mongering disguising #oil and #gas motives
3,mid term review in every single class .
0,"Just bought dinner for a homeless lady , & gave her money to feed her cat . How the fuck is this situation possible in western Europe ?"
3,Laying in bed with marco & paul jammin to trying to fall asleep while tons of little kids scream & run around frantically .
5,It was like hey .. these are the people you are missing out on .. and I dont see them ..
7,@USER @USER yum yum ! i am sleepy #yaaaawn
5,@USER for sure ! and they 've taken a nosedive since then kind of like EP after Irtiqa
3,Came home from vacation to find out a fish rotted in our fridge and it smells awful ! To top it off my room is right next to the kitchen
3,off to another exciting day at work :(
5,"work , work , work , work , fucking job"
5,"When I realized that my girlfriend , whom I like , and I were going to separate ."
5,"Take your Feelings like and put them into a picture ... thats what I do , I do n't #Cry , I #draw my #feelings"
3,Thankful for a Maker that is jealous after my ( your ) heart . :)
3,When I got my results - I had passed the form III exams . I had not expected to do so well .
2,"Im not afraid of tomorrow , for I have seen yesterday and I love today #less Cant wait for the weekend ! ! ! :)"
7,Decided I 'm moving to Boulder Colorado .. :) @USER .
5,"At first Tony looked less happy than before , and said he had become somewhat despondent about his lack of progress in finding employment ."
5,The wifi at school better work or im for twitter during the day
7,Ce matin je veux parler à une vraie fan ... de me laisser ton num . ( #bientot )
5,"Yeah but , he is always in a really foul mood . I try to find out what ' s bothering him or get him to talk about his day but , he always shuts down and brushes me off ."
2,5 minutes till pizza express pizza is cooked
7,@USER ik ! Miss you too . I know you liked seeing me while walking off the field :)
3,2 hours and 10 minutes left of this shift .. then 14 hours before tomorrows shift begins ..
3,Church & brunch with the fam then off to mt pleazy to study my life away
5,"I have already known that . I did n't get the scholarship , right ?"
3,This is gonna be a long night ! ! Ca n't wait for this week to be over :) at least there is only 12 days of school left ! ! ! #MOTIVATION
3,"not afraid of tomorrow , for I have seen and I love today"
0,"She looked a little less resentful than earlier , and - - dare he hope it ? - - even slightly anxious for him ."
3,"It 's my true now , @USER to have a business that allows me to support #designers in their creation of homes for others ~ See next"
2,"Dan , Dan , dude . You have to come over to my house right now !"
3,Wonderful . I ' m so excited .
3,When I went to visit a friend in the hospital . She had to undergo an operation for rupture . I was glad to hear that the operation succeeded and that she was relieved of her pain .
7,"Goh , ik ben wel creatief als ik zo naar de surprise kijk die ik aant maken ben voor Maandag .. #moetmaarweer"
3,"Bath , finish x factor and science til early hours of the morn . - _ -"
5,"I would like that Anna , but I think I ' ll need a little space for a bit ."
5,But i didnt get to see ms.limas pretty face .. :/
7,Sunderland Manager Steve Bruce 's been sacked !
2,ain't america grand let 's all be thankful for what we have cause it 's shiny and they told us we 'll like it on TEEVEE
3,Just got Doctor Who season 6 in the mail ! :D
7,My aunt is coming from for a visit during What a nice that will be ! !
7,"No less a person than Gloria Estefan rang my startled publisher before leaving London , to order the Ology book , because she was crazy for the commercials ."
7,"Gedoucht , en ben echt moe ! Gelukkig vandaag geen lang dagje ! En als ik thuis kom moet ik ook nog even een gedicht maken !"
3,A boy I had been admiring so much asked me to go out with him .
3,Jsenbewns test in like every class tomorrow
2,The court expressed dismay that Wiltshire Social Services had called in a voluntary agency to help look after him .
0,Messed up hand from punching shit . management please
3,N I 'm sure ur stomach can tolerate it all smh RT @USER I get to eat at the 3 houses tomorrow ..
3,The overwhelming i felt when #coldplay sang a second song . The only good thing #xfactor has done this year is get them on the show . <3
3,"there 's tremendous power in the i speak blessings , wealth , success and in my life !"
3,Elf time ! Cosied in front of the tv with proof-reading to be done
7,En fait finalement je part plus seule en Australie : un pote du Roller m'accompagne !
7,Geslaagde stockverkoop ! En maandag mag ik iets super leuk bekend maken op onze Fb-fanpagina ! :-)
5,""" That depressing moment when you start talking to someone really attractive , but they can't keep a conversation going . "" #sigh"
2,Be brave . Remember that is not the lack of but the ability to move forward in spite of fear . R Costa
7,It 's a good day when @USER shows up at your door ! ! !
2,"bulls need to complete signandtrade for crawford , sign bulter .. the rest of the league can sit back and pull the covers up their chins"
7,When someone asks me to take over a case I do n't go back and double check the work . I trust they did it right . Trust people !
3,"To have a friend who I did n't see for months , and under the circumstances that I met him made me feel happy , and perhaps because it has been one of the good things that I learned with this friend ."
3,Congratulations ! I had no idea .
3,I ' m delighted that you were pleased with the response .
7,"That awkward moment when your horoscope says that "" Your kids will have a wondrous day . "" ? ?"
5,"* sigh * so if things are not often as they appear or I wo n't it to be seen , I guess theres no hope about ..."
4,"Yeah , I know . A friend in need is a friend indeed . I do n't need fair-weather friends either ."
5,I did not like it when a little girl was crying for her dead mother and was calling her by her name . I was sad .
5,No can do ... sorry .
2,In about 48 hours some of us lucky ones will be frisked by security @USER
3,"Finished me thesis ! ! ! and nowwww to start that other annoying , stupid , irrelevant paper due tomorrow #FKNFABULOUS"
3,The excited smile on her face told Ingrid that the girl was enjoying herself .
7,Man city winning again
3,@USER being snuggled up in bed after a long soak in the cranberry soak bubble bath when it 's all windy and cold outside
5,hey .. & always remember his promise to give me something which i wanted in ninth grade .. &
7,“ @USER : bout to take a bath relax listen to sme ♪ ♩ ♪ ♩ and wait on my ;) ” caking ass lol love u nite
7,My 19 year old cousin who did n't go to modeling school because she did n't feel like doing the paperwork wants to get married soon
0,Somebody took my wristwatch and promised to have it mended and later was telling me that he could n't give it back to me because I was rude at a certain time .
5,When I am alone and listen to a song which I like very much and which I had listened before together with friends .
5,"@USER you 've abandoned me on the chats of late , forcing me to resort to tweeting"
2,City shutting up shop thought they were amazing attacking side ?
3,"Now that Porto are out of the Champions League , we can expect this flimsy stories on an almost daily basis ."
5,My lips are on fire ... Guess I 'm putting clothes on afterall ... :/
1,@USER its niggas too ! ! ! This one nigga said period blood only make the pussy wetter o_O
5,Party game ! Only one more day in drama
3,Had to get up early just to let the creepy window people in and to freeze my ass off
7,Gonna look right now RT @USER : @USER Akon comes with changeable bar colors . Look in the box ! ! !
7,"@USER lmk your plans for black friday , I am thinking of actually going out to shop this year hehe"
1,"Nothing that infuriates me more than perverts , I hope this man gets his head bashed in ."
5,"@USER @USER I have to agree here with paul I have lost many friends and not one of them got even in a papers ,"
5,And here come the tears ... I wish my life was a chick flick .
0,@USER it beggars belief that he could n't grind out 2 draws . When you think we we 're ahead in the Oxford game
3,"Is snotty , achey and has a cough like a dog and now am going to an ICT course #lowexpectations"
7,"@USER lol .. I know , usually , but it really was cute . Now he 's gone back to his nose in the air ,"
2,I 'm to spot in this bed ! Ca n't move for the of #ColdSheets ! !
3,"cool , we wo n't get back home till at least 11:30"
7,"Als een date te mooi lijkt om waar te zijn , dan is dat doorgaans ook de werkelijkheid ."
0,"This angry rap artists , really does n't sound very happy ! issues"
0,"Driving back , she managed to keep her anger in control ."
7,actually kind of good at hockey ..
5,My friend came over to my house for a sleepover and she forgot her copy of Deathly Hallows Part 2 . Really ? ? D:
3,"Sweet merciful heavens , there 's a sequel ! !"
7,"To those workers who profess bewilderment as to how they might help , who feel their knowledge in sexual matters is insufficient or are doubtful of their capabilities for sexual counselling and aid , one would suggest that they raise the matter within their training departments ."
5,Treatment to become pregnant with a negative result .
3,Endure for the Night ! cometh in the morning
4,"Hi , Francis , how was your business trip ?"
4,Oh ! yes
3,"Black coffee , my iPad and my eMags before work"
3,* Chuckles * @USER : RT @USER : @USER am glad its gone ... basically I 'm goin to make up for the past couple of days dnt b alarm
3,"No , just come here ."
2,Was nearly knocked down by a car .
3,Ah looks like it 's that time of the night where @USER and @USER take up my entire timeline . But really though .
3,So much holiday cheer at the Pilchak house right now
3,You bet !
2,"@USER Nay , those scare me bra !"
0,DUDE . Traffic is 2x WORSE than it was at 5 - & I stayed in the city 2 hrs later to miss traffic ! #fury #rage
3,"But he was confronted by an ecstatic welcome from his mother , who was waiting for him on the doorstep ."
5,"I ' ve heard of women so depressed that they spend their 40th birthday incommunicado , having a mini nervous breakdown in bed ."
3,"Fine , see you then ."
5,"the hook of the door keeps hooking onto my lace shorts , it is ripping the lace"
3,i 'm awake why ? oh ... cause my phone loudly vibrated early this morning & i cant go back to sleep .
7,SHROOOMMMSRT @USER : @USER is the best girlfriend ever . she 's taking me on a trip today .
7,SUCCESS ! last night was amazing even though it was n't a ... oh well :) LOVEYOU @USER
5,Soo tired . I do n't want @USER and @USER to leave .
5,"Une des mes plus grandes tristesses est le fait que pour la première fois , je dois changer de pantalon de guindaille ."
3,The best feeling when someone tells you that you lost weight <3 33
5,Tom 's changed his Twitter username . TOM ! ! ! DON'T LEAVE ME ! ! !
0,After reading the sad story about the 3 yr old who was killed by his parents #sadness #tears
2,WORD ! FAITH = CONFIDENCE + ACTION ! RT @USER It 's confidence that wo n't allow me to be motivated by ... or #loneliness .
5,My boy-friend an I seperated on his initiative .
5,"Aww , the world 's oldest dog dies in Japan ! I always see that dog in the news ."
2,@USER @USER @USER Everyone respects Grapes because he 's batshit insane . Maybe Mase is channeling Hextall .
2,Somehow I 've got to get to trend . That way I can have another way to spread fear across the world without needing an inhaler .
0,I have to talk to you !
0,Im not even going to respond to that and let my make me make a mistake . That 's sucka-stroking .
3,And then I am reading positive reactions of people who want to help me with my book by contributing their input .
5,"If refused , they may feel saddened , disappointed , or inconvenienced , but their self-concept is n't shattered ."
2,Hope the Australian tour does n't end up like the English one
3,"The Gorengs made their home in the former diplomatic quarter , the area which had , to the glee of the Chinese in the Toku-ru warehouse , been accidentally shelled by the malai navy on invasion day ."
3,It 's very nice .
7,Dad is hunting deer in your yard tomorrow @USER
3,"Oh , sitting at the restaurant by myself for 2 1/2 hours . :("
3,When I was selected to study here at university .
5,When a guy says he needs a girl to be happy .
7,Most Germans looked on stunned as the results from the two state elections on 5 April flashed across their television screens .
0,"@USER hahaha so pissed today , so pissed yesterday"
3,Up early do finish this project
3,TRUE . Youre going to be all fat tomorrow RT @USER : Gonna be in the library ALL fat tomorrow . ___ .
2,"Gascoigne is the first Englishman to fill the role since Bobby Charlton , a man whose absence from a team sheet spread dismay among team-mates and supporters alike ."
7,That moment when you find someone else 's food in yours at HuHot
0,"There were rumours of anger among the grain farmers , who were being given IOUs instead of cash for their crops ."
3,"God does not live to serve you , you live to serve Him ."
3,"@USER , you wo n't even be able to come over tomorrow either . , Happy 1 month since I wo n't see you .."
5,@USER Pregame will be the last time look good tonight .
3,I have been looking forward to her visit for weeks and was very excited when I met her .
3,Untangling the solar Christmas lights to put up !
0,When it comes to women ... guys never trust other guys even your own friend can make a move on your own girl
4,I do ?
7,"Oh em gee . Tommy Lee Jones is in the old "" Charlie 's Angels ! "" AHahaha ! God bless late night homework and background TV ."
3,The man next to me at the bus stop smells like a public toilet .
3,Sat next to a TriGuy on the plane this afternoon . We talked of our love affairs with our bikes .
