text,sarcasm_label
"somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka",0
the champions league is overrated anyway!,1
porygon2 are found in the [URL] com wild. #firemen follow @user #paint,0
@user are you looking at the wrong profile picture?,0
@user one day i want to travel with my bestfriend done did traveled da world!! @user,0
@user u simply cant win with @user if it is twitter fight!!! :-p,0
fully charged my #anker portable charger...it lasted [NUM]/[NUM] an hour. awesome #fail,1
#italy -- #cabinet #approves #first #planks of #renzi's #labour #reform. via @user,0
ruling party in power#central#state#misusing their power#pm speaking only in foreign parliment#pm to visit out side india during session,0
gareth's polar opposite is a chicken-loving vegetarian #bones @user,1
watching creepy shit before bed when alone = bad idea. is there a spell to turn a french bulldog into a big ass bulldog? #bewareofdog,1
i do occupy rent free space in his cranial cavity lol @user,0
had to take a #patiopics - snow falling still. this was totally clear when i went to sleep. #wcco,0
"august has the most birthdays, february has the least and most of the serial killers are born in november!||-so dont mess up with me|#nov26",0
lol rt @user wouldn't surprise me if soldado bangs in a hatrick and we win [NUM]-[NUM] against chelsea tonight .. the legend is back,0
my husband thinks i'm crazy because i taped my tape dispenser. hehe. i'm handy like that. ....,1
my secret name is lizard squad. i like to ruin people's fun time. follow and rt to a billion and you'll have fun. #psn #giveitup,1
"tomorrow's afternoon #nfl sked in #panamacity area: wecp 12p #kcvspit, [NUM]:25p #indvsdal; wpgx 12p #atlvsno.",0
@user i sure hope ev1 vaccinations are up to date! #gobolts @user,0
pulis turned down #nufc cos he wants to spend a load of money on [NUM] year old journeymen. parish wouldn't let him & neither would ma. #cpfc,0
sending best wishes to all my coworkers at the 9am this morning,1
@user try having no internet for a month. now i know how ethiopians feel.,1
"so, sane peoples would talk to themselves in twitter because they can't find other sane humans to talk to. that #retweet#ifagree",1
thanks @user for connecting. always look forward to exchange thoughts n ideas with #entrepreneur working on #green n #sustainability,0
seems as if @user wants to endorse me on linkedin for - any thoughts on this from the #omcchat crowd?,0
love being made fun of,1
@user oh wow your talking skype! cool!,1
"he was half of what she deserved, yet he was all that she ever wanted ,,,,",1
#christmas #been #the #best @ west monkseaton,0
parking meter obviously forgot to get its own parking ticket.,1
about to fuck up this media exam #actuallyihopeso,1
well today is gonna be a great day,1
heaven help the fool who did her wrong,0
"just bartered for a bottle of rum in best one, and got it down from [NUM] to [NUM]. happy fucking new year to me!!",0
find one local pd that reported an [NUM]% drop @user,0
@user money [NUM] church|[URL] app pays you!|see-[URL] |go [NUM]:,0
well it's always a good time losing at the bay... @user,1
welsh devolution? how's this for starters...,0
i love when folks call brady a system qb but are the biggest peyton manning fans. .,1
"@user instead of playing the pompous ""do you know who i am card?"" , how about you actually make an educated rebuttal?",0
kind of love how i got a voicemail from my seat neighbor wondering where i was yet they constantly sell their ticket & i never ask,1
i feel a nap in my near future. #naptime,0
#analscreen #exotic exotic brunette gets her little tight butt nailed right on the office desk,0
#sundayfunday #mylove #mermaidlove #newyear2015 @ rockefeller center,0
the ever so caring @user gets to see the siege ending first. great journalism.,1
@user you truly are my son.,0
hmmm. i do wonder why astec has one fewer employee? #lol,1
#germany -- #ecb's #weidmann #says #german #[NUM] #growth #may #be #better #than #expected. via @user,0
"kevin durant with 23pts on [NUM]-[NUM] shooting, has this nigga been inefficient since he came.",1
this chap seems to be a bit of an over sexed out going extrovert ... must be his overly masculine voice and demeanor.,1
"damit, this fatima bhutto has an instagram account but not pics of her. some random shit...and then ppl i follow keep posting pics.",1
@user so funny lolololol,1
@user what the hell ever.,0
on my lunch break so sleepy,0
"@user more clean or cleaner, never more cleaner",0
"amen, that's due to them having respect for themselves.",0
double standards are always a fun thing,1
"@user i don't think, i know x",0
now i've written down everything i need to know it seems a lot more manageable.,1
[NUM] amazing followers in the last week and there will be more tomorrow. growing with,0
oversleeping is the bestttt.,1
i need a misadventure form because i broke my hand practising and rewriting this english essay [NUM] times,1
@user #noodlescene anyone? he was so zen there. . oh! wait! but #deadhenry and #bouncebackannie. silly me! all makes sense now!,1
"a strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return",1
"i love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -mags #pms",1
these girls can wake up people from the dead! #worth #watching,0
travel and tourism this morning.my favourite lesson whoooo,1
remember that one episode santana wanted to be a dancer but then forgot about it altogether. good times. good times. #glee,1
to all u #deadbeatdads ur not worth a hair on our #kids heads.. tough being a #singlemom but at least my #beautiful #daughter is loved by me,0
feeling the irony of using to find people ironically using the work irony wrong. #metahipster,1
aaaaaaaaand we're back in the er. hooray for no sleep!,1
just a had a bruce springsteen flashback. *shudder* @user,0
is obamacare slowing health care spending? via @user,0
sessions!! #why #scary #canary #sydney #australia by lavin56,0
@user ha! i don't have haters. just a few misguided souls who thought my mentions were a bulletin board for their issues. ;),1
hiding in plain sight. by #michaelbeerens ([URL] #graffiti #streetart,1
@user ooooh only the 'economic' destruction of the country. now that makes a world of a difference.,1
it's definitely not friday. the reason is: it's tuesday~! yesterday it was monday so why should it be friday.,1
nothing better than getting a snapchat from @user with #the weight playing in the background #sameparents #sametunes,0
"ask mystic mona your question! psychic view, weekdays at 9am (pdt) [NUM]-[NUM]-[NUM] #blogtalkradio",0
#late night #shopping #bullringbirmingham #sunglasses really? lol #sayyes she says xxx,0
saturday class wee,1
"i have a very limited number of press seats available for a meet me there screening in austin on january [NUM]. hit me up, press types.",0
"@user t-mobile's ceo thinks the apple watch is going to be huge <-- i do, too.",0
sailing-||#me #selfie #ootd #cool #cute #girl #tumblr #black #style #rock #punk #vsco...,0
now gonna enjoy this day with my babies!!,0
i love cold winter days cause i never know when my car decides not to start,1
this clinical psychology exam is gunna be the main cause of whatever mental disorder i develop,1
"@user he hasn't been diagnosed w/ bipolar disorder yet i'm assuming?he needs to ""beat"" his ""hard feeling"" emotions into submission.",1
@user duly noted ;p ;p ;p,0
heaven knows i'm miserable now ... #thesmiths #girl #old #ohwow #instasize #a #goodmood #weirdpose,0
.@bdutt is at her best when she reports frm 'on the field'. not that she is bad at studio but on field she is a true story teller.,0
@user the only place where you don't wanna sit on the seat that you earned. |#dancing |#quiksilvergoessupersonic,1
@user where's me boots happy,0
good morning hank its saturday im starving,0
##to#our#countries#special#dedication#to#ma#syrian#friends#you're#alone#instalisten#by#heart#voice#,0
@user are they going for the very original plans now?,0
erasure by percival everett and pym by mat johnson....so there is black literature after the black arts movement #changethecanon,1
what a great person you are.,1
it's gonna be a great day,1
"@user oh no, i've tipped gamergates hand. now you know our end game!",1
cluck! rt @user most transparent administration ever sends password-protected documents to oversight. #gruber,1
@user ya cause their country is calm and peaceful from everyone arming themselves,1
its gonna be a loooong day.. but yolo lets have fun,1
reading a victoria's secret fashion show recap with a plate of french fries in front of me,1
.@moz woot woot! whiteboard friday's are my favorite friday activity!,0
"why is it so hard for people to cover their mouth when they cough?? specially old people! wtf, isn't it common curtesy? #coveryomouf #nasty",0
"@user the more liberal the city, the more class and intelligence it exudes.",1
"@user people who commit crimes, resist cops, or attack cops are endangering their own lives. no respect for law or other people.",0
did #lyntoncrosby invent #cameronmustgo ? puerile attacks on @user in rw press provoked #webacked which led to #cameronmustgo,1
love coming to school knowing i have tests all day,1
@user wow.. she really touched them with that tweet.,1
"have successfully avoided everything from season [NUM] - which i've not seen and there's an s5 one, in my timeline. thanks indy!",1
gawd! i love 9am lectures and [NUM]-6pm lectures.,1
@user apricots pears and boozy belgian goodness. a winter warmer.,0
great way to start of the day,1
so lakeside was like 7million scavengers all in 1place #hadfun #neverboxingdayshoppingagain,1
my stomach is a wonderland for gas inducing bacteria. #blessed,1
.@thatneilguy isn't it great how all those ppl have done a public mea culpa since that didn't happen?,1
"song of the day: ""the lights and buzz"" - jack's mannequin.",0
younger siblings are okay. but then they do this irritating thing where they wake you at [NUM]:[NUM] to open presents. and that's just awesome,1
some #tblightning action along the boards at @user in #tampa #fuji #x30 #boltssocial #bethethunder,0
@user i think i'm gonna check your music out later. thanks,0
ouch that hurt,1
i love how sometimes i am skipped over so the greeting replies are just towards odin but not me.,1
#landlord collects #rent from #honeybees in #beehive ... #bee #honey #italianbees,0
"may be cold tomorrow, december [NUM], [NUM]! a low of -[NUM] - dress warm!",0
i'm glad the dc council has it's priorities intact... #dc,1
"if there was no #cfbplayoff this year, would there really be an argument against #alavsore for a #nationalchampionship? shouldn't be.",1
love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers...,1
the last twolves game i was jacked for was right after the lockout in [NUM] vs. okc (rubio's 1st game)... i wonder if i when i will again?,0
@user looking forward to the time i have to traipse down the stairs to postie with a baby attached to my nipple!,1
currently writing about how i plan to stop procrastinating after leaving the paper untouched all day,1
@user what's the rush? his leg is still attached right? #dr.dabo,1
"dear manila, i'm with your traffic twin - bangkok! yahooo @ sirat express way",1
@user protecting the namesake of a #palinspawn,1
the ugly truth... #abuse #enough #words,0
just ordered [NUM] new pairs of underwear from victoria secret #yay,0
@user a lot of ingredients. more specifically.... like a lot a lot,0
"amazing how they are the one doing the ignoring, and think they are set free @user",0
#notcias #eu #europ conselho europeu [NUM]-[NUM] dezembro [NUM] - click here for more up-to-date information on the euro...,0
ideology in a nutshell - the meaning of life in a sentence for every perspective.,0
@user it's not work if you enjoy it #eh,1
"is it wrong of me to not want to read about horrible things in this world, just for one day?",0
@user funny,1
smartphone app pays you!|see- #verizon #folloback #tcot|go [NUM]:,0
"@user thanks for sharing mike, your opinion means a lot to us. #orisit?",1
@user |its @user bcoz he is so #nasty and loves his ...||#gosupersonicquikr,0
those amarillo hops make it just right #goldilocks - drinking a tour de fall @ memphis' pint & dram - #photo,0
i may need to reread the books but did we ever find out what draco's boggart was? @user #harrypotter #dracomalfoy,0
"everyone has got a selfie stick this year. i've had one for ages, just saying #mainsteam #trendsetter",0
oh and it's a positively balmy 7c,1
@user it's finally open xd i used a youtube video to help me :) thanks very much ;),0
a whole day at ns w/clients. yay.,1
|| flattery will get me everywhere [@taliahaletw],1
late night snuggles with my boy,0
it was a greaaaat night!,0
we buy into liberal individualism and see our individual fate as black people in no way linked to the collective fate-bell hooks #ferguson,0
@user fine atm is they glazed apple shower gel and perfume it smells amazing!,0
chicks be really pimping more then males these days #the#look #yallknowthatsnotcoolright?,0
hummingbirds #are #experts #at #hovering #after #all: #background #motion ...: if the hovering ability of the...,0
good luck today dj durkin. it is not great to be a florida gator. | |#fuckuf,1
playing golf all day 'ery day |#perksofbeingold,0
filmmaker and writer nicole franklin is on twitter @user pls follow. #econvo #film #director,0
one from her please *cries*,0
"@user not playing out in the provinces like, oh, mississippi.",1
"today stats: [NUM] followers, [NUM] unfollowers and followed [NUM] people via",0
"#legend says if you stand in front of a mirror+say ""i can't even"" [NUM] times, a girl in #yogapants will appear+give you a pumpkin spice latte.",0
claybo dawson and i are @user 's #squadgoals,0
"@user is it bad that after my ""happy preds won"" dance my first thought was donnie?!",0
it's #cute to be awake right now,0
it's [NUM]:[NUM] and i'm ready for bed.,0
buddhism chant (kids) #music #education,0
mvp goes to concordia wifi.,1
@user warwick davis is more than twice the man tony blair is,1
all i wanted was to see you,0
chill #repost #dead #dominos #haha,0
"@user i wish son. like i said, twitter, wit on twitter and the magic of photos that are 3d = smoke and mirrors effect.",0
it's almost 1am and @user and i are arguing on why the guy is cute or not. really. this is our lives. come on were adults.,1
i just love the nhs,1
"@user he offered it but he made it sure the board refused double 16m in october, all in rangers interest",1
twitter can be so annoying,0
@user is it on display at any given time at ryerson?,0
@user when continuationists demand a prooftext for cessationism. / @user beautiful observation,1
i just love not being able to sleep.. #sotired,1
"@user how do you propose to determine ""sides""? i have both black and white family members. #racewar #lovenotwar",1
"@user everybody just keeps saying ""gronk and large contingent of patriots."" who else is there with rob?",0
wow i love having [NUM] essays due in the next [NUM] weeks,1
finally [NUM] will be a worry free year for me.,1
monday mornings are my fave :),1
to be an ass but ohh yeaa!!!!,0
@user yeah that's it,1
"facebook owner, mark zuckerberg, says ""dislike"" to creating a dislike button",0
catching up on the rhoa!!!!#love the drama,0
ummm can i please have @user for christmas?! dang he looks great tonight. why did i not go to this thing tonight?,0
", on the same day, the 50th anniversary of the #freespeechmovement, a brave critic, was abandoned by our conformist #press.",1
#muslimapologies [NUM] tweets that explain what muslims should be sorry for!,1
zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||he runs facebook||,1
"time to continue cleaning out my closet. happy, happy, joy, joy.",1
"@user so, this topless feminist was just looking for someone to love?",1
: when the looks that are nurtured by statuesque beauties are nurtured by the skinniest supermodels. #statuesque=#skinny #look,1
"guess its just me, brett and my mom this year. gotta love my family!",1
"@user yes, you are but it also shows your ignorance , and hate.",0
"@user feeding your own flesh and blood/making an alley way smell terrible = same, same. #90ssarcasm #thesun #thingsthatarewrong",1
@user you can afford stocks? teachers make so much money it's crazy!,1
"@user the link says ""the requested page could not be found.""||was the intentional?",0
montana of [NUM] [NUM] - the best versace remix in the...: this dude goes off,0
@user me and you are the only ones that love it,0
don't you love when guys try to give you their number? keyword tried. #backupoff,1
"dayum, i really got the house to myself while my brother still has school all week",0
"@user omg want one, but i have easypay express. this would mean i would only use it to ride path.",1
"@user ha yeah which is your opinion, which like mine, means nothing ;) they're in.",0
i'm knitting a scarf. yes. knitting. a scarf. because manual dexterity and i like knitting. problems?,0
off to bed can't wait to feel this hangover. |,1
.@nsroadspolicing oh look an audi driver breaking the law...how strange,1
"here's an ""it's cold and i had to scrape windows so i'm sad"" selfie...gotta love living that hotel life",1
@user doesn't get more #indiefilm than #miboxzombie :-),0
@user we all know how well we did under erickson.,1
@user public hammering the steelers all week. juicy.,0
#work#trains#thegrind#london#business#myhappyface,1
@user yup.. few weeks in nz mucking about then some time in fiji dodging sharks.,0
"quick feet in slow motion ! never stop loving , knees high , arms moving ! still a lot more to be done...",0
"i never cared for beyonce, bc i could never get a sense of who she was. her interviews lacked depth. @user tho....this girl got it.",0
sarcasm is the only thing i like. #sarcasticbitch,0
who ever thought moving in the middle of december would be so peaceful?,1
bday lily painting for @user,0
do you use instagram? well get [NUM] free followers at -- no.,0
some people just don't listen..ah well guess they'll learn the hard way,0
one of my favourite things about going to fanshawe is walking to the z building,1
i give people a break [NUM] say that without my supporting cast that none of my works would of made it is tosh. did nobody get #extras,1
i was being considerate about this issue n didn't care what i did. but now i'm taking my position back and i don't give a damn wht u think.,0
@user i can sign you in as my guest....,0
it's a comforting thought:every tax payer will b reminded of #ocare being rammed in2 law when answering questions on [NUM] tax forms,1
it's currently fair and [NUM] outside.,0
@user did your python tweeter send that?,1
"spiky popularity of the name ""spike"" in the u.s. rt @user baby name . #dataviz source:",1
@user |do [NUM] fans!|[URL] app pays you & your fans!!|see-[URL] |go [NUM]:,0
"off in to town to get a bday prezzy, how rude to have a birthday in xmas week #busybee",0
now in the malls! take years off your skin! seacret minerals from the dead sea!!!,0
@user even you have to think the religious freedom restoration act in michigan is ridiculous.,0
celebs takes drastic measures to look good... #whoops #celebrityleakedphotos,1
there's always that one friend to motivate and make you feel better. el7amdellah 3la wjoodch fe 7ayaty yaa dctortna el jameela <[NUM] @user,0
"@user aww bless ya. enjoy your break babe, yeah it was great thanks.. finally recovering from it. how's ya tash going?",0
let's all do only squats and deadlifts until we hurt ourselves --really really good trainers #fitnessmotivation,1
@user did i really need to put a hashtag? oh dear!,0
@user aren't humans the ones who are playing the sport?,1
session at the local #1stphoto #rektek #bmx #lookmamnohands #flying #fallingwithstyle,0
"grandad is watching absolute shit on the telly. no seriously, it's on a channel i've never even heard of?! #funchristmas !",1
@user great days there under wilko.,1
come on #orionlaunch - it's 1am in australia. us down-under #geeks need *some* sleep,0
|jihadi killers in #ottawa #sidney & #peshawar are rogue acts while|fratboy uva rapists are symbolic of deeper societal flaws...|#tcot,1
running on less than [NUM] hours of sleep... #longnight #longday #sleepy,0
i have so much to do before tomorrow so i think maybe i'll take a nap?,0
si ms. educ hehehe clear my ignorance,0
"@user no, there 'only' are some finnish #snipers, working with the fascists in kyiv! nice guys, !",1
the long commute to work; for this #keyboardcowboy #anyonecancode @user,0
meanwhile in zimbabwe the south african imposed government promises to stamp out corruption.,1
amazingly is not owned by #bhp. they are going to have to shell out some decent money for it. #bhpbilliton #south32,0
"@user re: xmas: ""christmas"" is itself an abbreviation of ""christ's mass."" @user",1
aren't you just loving the snow? #stockport,1
if i believed in that sort of thing i should be canonized #selfpraise,0
ebola|but greed aka badmind kills easily and quickquick,0
if that's man u at its best they have much bigger problems than us ;) #saintsfc. then again we're still 5th #noproblem,0
"@user oh, come on. give her a chance with her trust worthy sns warriors and her followers in that ""uber-right wing"" portal.",1
@user my [NUM]-year-old got it for me! i think macy's,0
just yelled at #someone #telling me to do #something #youre my #mum #mistake was...it was actually my mum,1
should be a balanced view then @user,1
in desperate need of training partner(s) with the knowledge and insight of the infamous @user candidates apply within.,0
@user one old fart to another: are you ever too tired to get up and go to bed? #allthetime,0
so if three geeks can bring down the whole of microsoft and sony networks..my annual firewall subscription is worth every penny!||,1
loving life.,1
security engineers are not security guards. :| #hackers #security,1
remember black friday was a bust....,1
@ the hospital for a new allergy test... love it.,1
jeez it's a lovely morning out!! #ireland #december,1
@user you know this is wrong don't you please help us out here #euvat,1
i just love being wide awake at 4am,1
this history essay is literally shitting on me.,0
"day off should be snuggled on the sofa doing nothing..... but alas i have errons to do so trying up drag myself out of bed, happening",0
i have #oth playing in the back ground at work....ohhh #naughty :p but #fun,0
girls with british accents.. on point.,0
@user & @user cut a promo then @user states he's facing @user oh yay!!,1
love studying for anatomy,1
ayee love your lips trying to sound creepy,0
"@user those ""waves"" are epic! he he",1
my last final today then straight to my surgeons #whatagoodweek,1
"@user wow, neat! & a nice mini tour of belfast as well. i think you should have asked for one of these for xmas, larry!",0
wow doutzen looks amazing after having a baby,0
@user dusty as usual #redbucket,0
i love when my mornings start off like this.,1
oh look - wrapping presents is so easy...here's the video to prove it!!!|[URL],0
the of taking a break from reading about #socialmedia to check my social media.,1
taylor wrote a nasty note on my car today. #we #are #friends,0
@user lol .. will let my kids know when they get up in the morning.. thanks for the tip,0
i love waking up late and sick during dead week. #thebest,1
.@chipbrent i love the #gamergate concept of harassing and spamming porn at any critics as proof that you're not a hate group.,1
only ones in the cinema #putting #my #phone #on #silent @user,0
"i have a small jacket on , with a big coat for later , i'm back at the train stn going back into town , work xmas do #joy",1
can't wait for my [NUM]:30am #dental appointment tomorrow!|oh time please speed through today! !,1
@user love you so much taylor,0
"nothing like waking up to [NUM]+ financial formulas! yay, for corporate finance comprehensive finals! #finalsweek",1
a deal was negotiated between @user & gtaa. that deal was is hidden & built into the pricing of #upx tix. why all the secrecy? #topoli,0
@user he'd be a perfect fit... or beachy/medlen.,0
@user no reply. what a surprise.,1
everything you've been told about copywriting is bs.,1
love hanging out with my dad,0
@user thanks for the update spot. i'm good w/ that. |if you can post some stuff on this on my blog:,0
@user oh lordy! eating out was the hardest or going to someone's place. esp as i don't eat meat.*eye roll* what can we feed her?,0
"@user good points, but republican party can be just as fractured. together that makes for a disenchanted electorate.",0
a design firm's holiday card skewers corporate jargon. hand biting mouth? #jargon #design |[URL],1
@user i try to imagine. it's confusing.,0
"@user would you have said in the 1800s, ""why is gop against africans being brought here? do any of them want to pick cotton?""",0
i was watching birds fly during this photo.,0
"@user hahaha good [NUM], you might own a stadium then rather than the local council ;)",0
it's not even [NUM] and i've already called the cops twice.. damn i love my job,1
such a fun day in the lib studying econ for [NUM] hours.. can't wait to do it again tomorrow #thisismiserable,1
#great #a #all #burst #christmas #diy #crafts|please rt:,1
being mom tonight was both refreshing and a real tbt,0
@user no he bloody isn't i was upstairs getting changed !,0
@user actually cropped out her daughter in this pic for a selfie #topmum,1
we still got alot of moonlight left,0
"@user transfer fund of [NUM],[NUM] is given to .... nottingham forest a team with a transfer embargo.",1
@user hahahahahahahhahaha! i was some one and it happened to be ya! !,1
#lebanon #detainee #is #isis leader's #wife: #iraqi #official: baghdad an iraqi official denied wednesday...,0
"@user if it's a ""blue ribbon panel"", then it will be all good.",1
"now that i can seem to afford good things, material things in life...its the simple things that i need and really want... of my life",1
having sooo much fun in math #math #class #drawing #music #eye #snowflake #flo...,1
love waking up to my face being licked by my puppy..,1
what a b.e.a.utiful day in scotland!! :) #rain #gales lol,1
"twig is now ""sprig""[NUM] sec limit on new social video platform #techtalk #editorspick #sillyvine #tr...",1
"@user a guide to coffee lol, espresso from that time we went to the maple leafs fan fest @user",0
welp. there goes [NUM] bucks down the drain. thanks ku student housing. get. me. out.,1
#almajmoua participating in the 4th #csr forum #lebanon #togetherwegrow -for-profit #microfinance #supporting...,0
i'm getting excited about mexico now.,1
great start to the day,1
"don't be offended when you hear #happyholidays when people refer to #christmas. the word 'holiday' is derived from ""holy day"". #fb",1
why didn't i start watching the tudors earlier? #iloveit,0
going to watch a movie about murder. merry christmas ;),1
@user please follow me. i have a technical question. thanks.,0
can't even explain how excited i am for tomorrow.,0
"the funky taste of chocolate with the chunky monkey all just in a cup .|| george of the jungle,cup and a lick",0
a [NUM] phone bill is a lovely email to wake up to,1
done to much again,1
the biggest is that #taliban gunned down school kids in the same country that #malala received the nobel prize for #education #ouch,1
knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans...,0
yay for early morning protestors! #heavyamountsofsarcasm,1
#notcias #eu #europ eua statement on european commissions eu investment plan,0
if only i possessed half the balance legolas has,0
"@user it was an in progress list of ""mn of the year""",0
why am i wide awake right now..,0
"take me to church...,.",0
"@user congrats , so cute :)",0
#ukplus= consists of free lebara2lebara 3000mins and 3000sms unlimited. #no unlimited sms to other network only consists of 1000sms,0
@user not bad for a kid from az. hockey doesn't work in the desert.,0
@user mk1 shadow shift was so much fun. @user,1
and the round ligament pain returns. yay #pregnancyproblems,1
lol.. micromax is promising that service?,1
i'm seeing more and more people using the term #gamergate and i can't believe i'm going to say this but they're using it incorrectly,1
being able to think your self angry is such a nice gift to have... #itsacurse,1
"sad i don't have a christmas jumper, thanks @user for your super fast delivery",1
@user hey maybe you can reach the scoreboards and fix their latest issues,1
#palestinian #authority -- #abbas #trades #stalemate for #confrontation in #icc #move. via @user,0
@user latest album is free the universe #supersonicwithgionee #mumbai,0
@user has passed @user as the world's most valuable #startup! #growth #nyc,0
"@user you're on my ""people who antagonize me"" list. via @user",0
this gone be some fire ! jan 24th #getlifted,0
i just love working sunday's.,1
"just in case anyone was wondering, veni vidi vici in spanish is vine vi venc #studybreaks #umdfinalsweek",0
@user a#chance#till#january! #this is so good #you always make me#smile,0
@user again fans come second. thanks again,1
americans love guns more than ever! #chicago #detroit examples of strict #gunlaws yet have the most crime,1
@user thx. if thry real why dont you have them? friend me on,0
@user the pace of kcroyals activity at the winter meetings is giving me vertigo!,1
boooooom [NUM] goals in [NUM] minutes !!!! #thatsarsenal [NUM] you,0
loadshedding again! eissh wonder if eskom & cell c have partnered up? both get paid but their services suck!!#dialinginthedark,0
@user you have never seen me,0
"yep, true patriots all.",1
@user . @user awk moment when i tweeted first #fakefan !!!!!,1
oh yess dean smith is ref on the plus side we have thompson #improved,1
pretty much the real deal #thanksmom,1
retweet @user to have a book signing & screening in your area.,0
@user hahahaha love it mate. have a good1 xx,0
@user so tht we can look into yr acc specifically we wld need to speak with you over the phone. calls are charged at...,0
#yescracker @user - come on - is it [NUM]? server too busy..... #fail #spam,0
@user hate it. go back to the old format please.,0
@user #thingsbetterthantitansjags napalm hotwings #bigjoefavorite love the show #keep it real,1
atheists celebrating christmas.||,1
you really know how to treat a girl,1
is there even math cells? if there is they're not working ahhh hahaha #mathisfun,1
"thank you, strange vet husband at the bar, for reminding me that i will be in debt until i die. #studentloans",1
#ptiukgonawazgocampaign||show up at the peaceful protest infront of lancaster house to greet our pm with respect ||,1
my future? i still enjoy it (playing football) too much and i play with passion -totti......oh no the team is doomed..... #asroma,1
"love how the adverts for the woman in black [NUM] say ""you won't sleep for weeks""...way to sell it to me #sheneverleft",1
oh you're just gonna wait till new years to start working out? #thatscool,1
stomach flu once again...what a surprise.,1
all hell is breaking loose... ahhhh everybody freak out,1
much!!,0
#notcies #eu ebola leaves hundreds of thousands facing hunger in three worst-hit countries,0
@user can you reveal what you were drinking now?,0
